id;platform;url;license;type;file_num_speakers;file_MOS;file_duration_ms;file_duration;file_duration_transcribed;segment_from_ms;segment_from;segment_to_ms;segment_to;segment_duration_ms;segment_duration;segment_speaker_num;segment_speaker_sex;segment_speaker_age;segment_text_len;segment_text_letters;segment_text_words
3013_17;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;120641.4105;00:02:00.641;123467.4535;00:02:03.467;2826.043;00:00:02.826;1;F;19-29;33;26;6
3013_18;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;131311.5494;00:02:11.311;136126.3855;00:02:16.126;4814.8361;00:00:04.814;1;F;19-29;47;36;9
3013_19;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;138760.365;00:02:18.760;141763.9546;00:02:21.763;3003.5896;00:00:03.003;1;F;19-29;33;25;6
3013_20;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;149345.6825;00:02:29.345;154008.2494;00:02:34.008;4662.5669;00:00:04.662;1;F;19-29;53;42;9
3013_21;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;156475.4104;00:02:36.475;159484.1428;00:02:39.484;3008.7324;00:00:03.008;1;F;19-29;35;27;6
3013_22;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;167190.6882;00:02:47.190;171764.9773;00:02:51.764;4574.2891;00:00:04.574;1;F;19-29;48;39;7
3013_23;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;174312.5964;00:02:54.312;177520.2131;00:02:57.520;3207.6167;00:00:03.207;1;F;19-29;36;27;7
3013_24;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;185002.5765;00:03:05.002;189962.5306;00:03:09.962;4959.9541;00:00:04.959;1;F;19-29;51;39;10
3013_25;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;190675.7959;00:03:10.675;191845.1769;00:03:11.845;1169.381;00:00:01.169;1;F;19-29;12;10;2
3013_26;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;194937.7007;00:03:14.937;201736.5011;00:03:21.736;6798.8004;00:00:06.798;1;F;19-29;99;81;17
3013_27;Youtube;https://www.youtube.com/watch?v=VbxytH8veCY;CC Attribution;Read;1;4;211208.65885417;0:03:31;0:03:31;202396.8798;00:03:22.396;204730.2132;00:03:24.730;2333.3334;00:00:02.333;1;F;19-29;33;29;4
3010_1;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;539.6825;00:00:00.539;21051.4739;00:00:21.051;20511.7914;00:00:20.511;1;F;19-29;327;271;52
3010_2;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;21535.6009;00:00:21.535;41775.025;00:00:41.775;20239.4241;00:00:20.239;2;F;19-29;289;235;47
3010_3;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;41870.2631;00:00:41.870;58412.78;00:00:58.412;16542.5169;00:00:16.542;3;F;19-29;316;262;50
3010_4;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;58646.8901;00:00:58.646;59302.0479;00:00:59.302;655.1578;00:00:00.655;3;F;19-29;13;9;3
3010_5;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;59497.4081;00:00:59.497;60254.4288;00:01:00.254;757.0207;00:00:00.757;4;M;<14;10;8;2
3010_6;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;60254.4288;00:01:00.254;61683.0002;00:01:01.683;1428.5714;00:00:01.428;3;F;19-29;20;15;5
3010_7;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;61683.0002;00:01:01.683;63233.6718;00:01:03.233;1550.6716;00:00:01.550;4;M;<14;20;17;3
3010_8;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;63233.6718;00:01:03.233;66041.6131;00:01:06.041;2807.9413;00:00:02.807;3;F;19-29;52;43;8
3010_9;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;66041.6131;00:01:06.041;66365.1784;00:01:06.365;323.5653;00:00:00.323;4;M;<14;3;2;1
3010_10;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;66578.8536;00:01:06.578;69448.2065;00:01:09.448;2869.3529;00:00:02.869;3;F;19-29;43;32;9
3010_11;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;69448.2065;00:01:09.448;69967.132;00:01:09.967;518.9255;00:00:00.518;4;M;<14;3;2;1
3010_12;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;69997.657;00:01:09.997;70819.5742;00:01:10.819;821.9172;00:00:00.821;3;F;19-29;15;11;3
3010_13;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;71509.4399;00:01:11.509;75758.5241;00:01:15.758;4249.0842;00:00:04.249;4;M;<14;41;30;6
3010_14;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;75758.5241;00:01:15.758;78183.3899;00:01:18.183;2424.8658;00:00:02.424;3;F;19-29;32;24;8
3010_15;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;78616.8453;00:01:18.616;107765.9632;00:01:47.765;29149.1179;00:00:29.149;4;M;<14;293;220;57
3010_16;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;108138.3686;00:01:48.138;109167.3838;00:01:49.167;1029.0152;00:00:01.029;3;F;19-29;23;17;5
3010_17;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;109326.1139;00:01:49.326;109973.2446;00:01:49.973;647.13070000001;00:00:00.647;5;F;<14;6;5;1
3010_18;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;109998.2446;00:01:49.998;112213.7818;00:01:52.213;2215.5372;00:00:02.215;3;F;19-29;34;26;7
3010_19;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;112213.7818;00:01:52.213;113619.9387;00:01:53.619;1406.1569;00:00:01.406;5;F;<14;21;18;3
3010_20;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;113619.9387;00:01:53.619;116549.6678;00:01:56.549;2929.7291;00:00:02.929;3;F;19-29;58;46;11
3010_21;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;118161.3894;00:01:58.161;119841.3894;00:01:59.841;1680;00:00:01.680;3;F;19-29;19;15;3
3010_22;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;119989.5011;00:01:59.989;120410.7465;00:02:00.410;421.2454;00:00:00.421;5;F;<14;3;2;1
3010_23;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;120618.3167;00:02:00.618;124513.9365;00:02:04.513;3895.6198;00:00:03.895;3;F;19-29;58;42;14
3010_24;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;126854.1574;00:02:06.854;129739.4785;00:02:09.739;2885.3211;00:00:02.885;3;F;19-29;55;42;11
3010_25;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;130071.4956;00:02:10.071;131286.3918;00:02:11.286;1214.8962;00:00:01.214;5;F;<14;12;10;2
3010_26;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;131390.1769;00:02:11.390;133395.8637;00:02:13.395;2005.6868;00:00:02.005;3;F;19-29;31;26;4
3010_27;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;134281.0896;00:02:14.281;137901.5442;00:02:17.901;3620.4546;00:00:03.620;3;F;19-29;52;39;11
3010_28;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;138664.484;00:02:18.664;142696.4762;00:02:22.696;4031.9922;00:00:04.031;3;F;19-29;61;48;12
3010_29;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;142819.8722;00:02:22.819;143216.6976;00:02:23.216;396.8254;00:00:00.396;5;F;<14;3;2;1
3010_30;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;143326.5877;00:02:23.326;144443.8038;00:02:24.443;1117.2161;00:00:01.117;3;F;19-29;22;17;5
3010_31;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;144651.374;00:02:24.651;145432.8148;00:02:25.432;781.44079999998;00:00:00.781;6;F;<14;6;5;1
3010_32;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;145432.8148;00:02:25.432;147935.8673;00:02:27.935;2503.0525;00:00:02.503;3;F;19-29;32;25;7
3010_33;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;148755.4776;00:02:28.755;151356.2102;00:02:31.356;2600.7326;00:00:02.600;6;F;<14;28;20;5
3010_34;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;151356.2102;00:02:31.356;154813.0522;00:02:34.813;3456.842;00:00:03.456;3;F;19-29;70;53;15
3010_35;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;155095.2944;00:02:35.095;155864.5252;00:02:35.864;769.23079999999;00:00:00.769;6;F;<14;9;7;2
3010_36;Youtube;https://www.youtube.com/watch?v=rAz8KZQP_FQ;CC Attribution;Read;9;5;308593.16666667;0:05:08;0:05:08;156084.3054;00:02:36.084;157763.1821;00:02:37.763;1678.8767;00:00:01.678;3;F;19-29;33;24;8
